,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,FloorNo,TotalFloor
1571,1,8000,500,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1572,3,13000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
1573,1,6800,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1574,2,9000,600,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1,3
1575,3,14000,1600,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner,Ground,2
1576,1,8000,400,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Upper Basement,2
1577,2,16000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1578,2,15000,600,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,8,18
1579,2,15000,750,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,2
1580,2,15000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1581,1,9000,500,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1582,1,6500,700,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1583,3,17000,1480,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,3,4
1584,2,15000,830,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1585,1,8000,200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1586,2,17500,1200,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
1587,3,11000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1588,3,8500,1261,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,4
1589,2,11000,425,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1590,2,12500,940,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10,19
1591,2,14000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
1592,2,18000,750,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1,3
1593,3,17000,1250,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,3
1594,2,8500,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1595,3,15000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1,4
1596,2,15000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
1597,2,10000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1598,1,5000,250,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1599,2,10000,910,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
1600,3,15000,1350,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,1,2
1601,1,8000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1602,2,13000,850,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,Ground,1
1603,2,6500,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1604,2,18000,900,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,1,1
1605,1,8500,400,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1606,2,12000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1607,2,18000,805,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1608,2,19000,1200,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
1609,2,12000,800,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2,3
1610,3,16000,1158,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1611,1,5700,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1612,1,15000,450,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1613,2,11000,960,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,3
1614,3,17000,1400,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10,15
1615,2,18000,970,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1616,2,9500,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1617,2,12000,900,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1618,2,8000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4
1619,2,12000,1100,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner,Ground,1
1620,2,16000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1621,2,8000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1622,2,10000,898,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,7,14
1623,2,15000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1624,2,7500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1625,2,16000,870,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
1626,2,14000,1100,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent,17,20
1627,2,10000,650,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1628,2,11500,1250,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1629,2,11000,1145,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1630,2,10000,780,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1631,1,7000,680,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1632,2,18000,860,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1633,1,7500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1634,2,7500,750,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1635,2,12000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
1636,2,12000,570,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1637,1,5000,350,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1638,1,6500,600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1639,3,12000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1640,1,12000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1641,2,14000,717,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1642,2,13000,660,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent,Ground,2
1643,1,9000,700,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner,1,2
1644,1,10000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1645,3,15000,1070,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,1,3
1646,2,15000,1000,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,Ground,4
1647,2,19000,1500,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
1648,2,15000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1649,2,16000,1700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1650,2,12000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1651,2,11000,805,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
1652,2,8000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
1653,2,10000,1000,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2,2
1654,2,12000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
1655,2,16000,900,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2,2
1656,2,14000,840,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1657,3,13000,965,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1658,2,14000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
1659,1,7000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1660,1,3500,600,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,Ground,1
1661,1,12000,650,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,3
1662,1,8000,320,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1663,2,12000,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1664,1,7000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1665,2,18000,1300,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
1666,2,15000,1125,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,24,31
1667,2,11000,780,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,14
1668,1,15000,1300,Super Area,Chennai,Furnished,Bachelors,2,Contact Owner,Ground,2
1669,2,12000,619,Carpet Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1,8
1670,2,8500,700,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1671,1,9000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1672,2,9000,600,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
1673,1,8500,550,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,Ground,1
1674,1,7000,300,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1675,2,8500,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
1676,1,6500,450,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1677,1,7000,500,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1678,1,4500,115,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,Ground,3
1679,2,10000,600,Super Area,Chennai,Semi-Furnished,Family,1,Contact Owner,1,2
1680,2,16000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
1681,2,15000,1330,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1,2
1682,1,9000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1683,2,15000,1066,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,1,4
1684,2,9000,700,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1,4
1685,2,14000,900,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2,3
1686,2,15000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1687,3,14000,950,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,7
1688,2,8000,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1689,2,13500,600,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Agent,4,7
1690,2,12000,750,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,Ground,3
1691,2,7500,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1692,2,11000,960,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,1,2
1693,2,11000,1200,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
1694,2,17500,650,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2,2
1695,2,8000,800,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Lower Basement,3
1696,2,12000,560,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,Ground,1
1697,1,5250,250,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1698,2,14000,1021,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
1699,2,8000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,1,1
1700,2,16000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1701,2,16000,960,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1702,2,13000,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
1703,1,11000,579,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1704,1,5000,800,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1705,2,11000,635,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2,2
1706,1,4500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1707,2,7500,850,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2,2
1708,3,16500,1850,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner,1,1
1709,2,18000,1375,Carpet Area,Chennai,Furnished,Family,1,Contact Owner,1,1
1710,2,7000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1711,1,8000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1712,1,10000,675,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
1713,3,7000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1714,2,13000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,1,Contact Owner,Ground,1
1715,2,10000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1716,2,14000,890,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,2,2
1717,2,9000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
1718,3,13500,1002,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2,3
1719,2,8200,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
1720,1,15000,500,Super Area,Chennai,Semi-Furnished,Family,1,Contact Owner,1,2
1721,2,10000,778,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4,4
1722,2,15000,800,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1723,2,14000,1200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1724,2,11000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
1725,1,6500,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
1726,1,7500,650,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
1727,2,14500,1150,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
1728,2,12000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
1729,1,7000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1730,1,7000,600,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1731,2,14000,560,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,2
1732,2,18000,1113,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,2,4
1733,1,10000,550,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1734,2,18000,900,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,2
1735,1,5000,800,Super Area,Chennai,Unfurnished,Family,1,Contact Owner,1,2
1736,2,12000,1200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
1737,2,13000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1738,2,9000,700,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1739,1,12000,650,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1740,2,12000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4,4
1741,2,9500,1010,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1742,2,9500,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1743,2,13500,1000,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,4,10
1744,1,12000,450,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1745,2,18999,618,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4,11
1746,3,18000,1220,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,6,10
1747,1,8500,580,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3,3
1748,2,9000,705,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1749,1,7000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1750,2,14000,901,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
1751,3,16000,1120,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
1752,1,10000,250,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1753,2,11500,700,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1
1754,2,15000,650,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,2
1755,1,4200,490,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,3
1756,2,9500,700,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1757,1,8000,580,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1758,2,16000,1400,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,2,2
1759,2,12000,850,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1760,2,12000,850,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1761,2,12000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
1762,2,13000,780,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1,2
1763,3,15723,1246,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,7,18
1764,1,6000,300,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
1765,2,10000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1766,2,7500,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
1767,2,18000,1099,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,2,2
1768,3,16500,1530,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,9,13
1769,3,15000,1095,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2,2
1770,2,7000,780,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,5,14
1771,1,7500,450,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1772,2,12500,400,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
1773,3,16000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1774,2,16000,935,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,2,2
1775,1,8500,450,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1776,3,16000,1280,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1777,1,5700,450,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner,Ground,1
1778,2,18000,1120,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1779,2,15000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1780,2,7500,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1781,2,9000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1782,2,13000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1783,2,13000,650,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1784,1,18000,500,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
1785,2,8000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1786,1,16000,450,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,3,3
1787,2,18000,700,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent,1,2
1788,2,19000,1250,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,2
1789,2,7500,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1790,2,15000,650,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1791,2,19000,850,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1792,2,10000,750,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,2
1793,2,7500,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1794,2,14000,600,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,7
1795,2,5000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1796,3,15000,1402,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,4
1797,1,12500,630,Carpet Area,Chennai,Semi-Furnished,Bachelors,1,Contact Owner,1,1
1798,2,10000,800,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,1,2
1799,2,12000,600,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,Ground,1
1800,2,10500,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1801,2,6250,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
1802,1,6000,450,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
1803,1,7500,150,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,3
1804,1,6300,360,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1805,1,7000,750,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1806,2,14000,1065,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,1,2
1807,2,10000,650,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1808,3,16000,1525,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Owner,6,29
1809,2,14000,1200,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,Ground,3
1810,2,18000,1100,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1811,2,10500,700,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,2,3
1812,1,6000,600,Carpet Area,Chennai,Unfurnished,Family,1,Contact Owner,1,2
1813,2,13500,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
1814,1,7000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
1815,2,12500,900,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
1816,2,15000,805,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1817,2,14000,800,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,2
1818,2,9500,1200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
1819,3,16000,1200,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1820,2,15000,650,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,3
1821,1,5000,800,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1822,2,15000,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
